timestamp,open,high,low,close,volume,symbol
2025-06-20 13:00:00,5.436,5.454,5.378,5.405,7655.2838,AR/USDT
2025-06-20 14:00:00,5.413,5.413,5.284,5.292,13839.721699,AR/USDT
2025-06-20 15:00:00,5.292,5.325,5.256,5.283,21228.574693,AR/USDT
2025-06-20 16:00:00,5.283,5.313,5.172,5.172,24564.493083,AR/USDT
2025-06-20 17:00:00,5.172,5.197,5.014,5.152,37045.283698,AR/USDT
2025-06-20 18:00:00,5.148,5.224,5.148,5.184,10523.771594,AR/USDT
2025-06-20 19:00:00,5.183,5.183,5.133,5.16,2690.658778,AR/USDT
2025-06-20 20:00:00,5.159,5.205,5.159,5.173,3296.826098,AR/USDT
2025-06-20 21:00:00,5.17,5.17,5.093,5.1,2704.496419,AR/USDT
2025-06-20 22:00:00,5.1,5.1,5.048,5.067,12820.853894,AR/USDT
2025-06-20 23:00:00,5.065,5.084,5.05,5.08,8221.489669,AR/USDT
2025-06-21 00:00:00,5.085,5.126,5.072,5.101,5794.584707,AR/USDT
2025-06-21 01:00:00,5.101,5.153,5.098,5.127,7458.839518,AR/USDT
2025-06-21 02:00:00,5.141,5.155,5.112,5.134,3436.461599,AR/USDT
2025-06-21 03:00:00,5.13,5.256,5.105,5.189,41181.942392,AR/USDT
2025-06-21 04:00:00,5.176,5.188,5.149,5.15,2442.345737,AR/USDT
2025-06-21 05:00:00,5.15,5.2,5.148,5.187,4963.071992,AR/USDT
2025-06-21 06:00:00,5.188,5.193,5.151,5.152,4995.297339,AR/USDT
2025-06-21 07:00:00,5.157,5.175,5.122,5.173,12425.84814,AR/USDT
2025-06-21 08:00:00,5.174,5.197,5.147,5.191,13856.899371,AR/USDT
2025-06-21 09:00:00,5.191,5.196,5.152,5.177,9149.525195,AR/USDT
2025-06-21 10:00:00,5.178,5.182,5.105,5.122,15488.488611,AR/USDT
2025-06-21 11:00:00,5.124,5.143,5.116,5.116,4306.979193,AR/USDT
2025-06-21 12:00:00,5.118,5.131,5.072,5.075,12861.054968,AR/USDT
2025-06-21 13:00:00,5.077,5.097,5.032,5.041,6122.77361,AR/USDT
2025-06-21 14:00:00,5.038,5.047,4.987,4.995,21154.318009,AR/USDT
2025-06-21 15:00:00,4.994,5.049,4.986,5.049,17170.10475,AR/USDT
2025-06-21 16:00:00,5.046,5.07,5.009,5.018,19635.989558,AR/USDT
2025-06-21 17:00:00,5.014,5.031,4.915,4.935,7170.663819,AR/USDT
2025-06-21 18:00:00,4.939,4.972,4.911,4.915,7706.166801,AR/USDT
2025-06-21 19:00:00,4.92,4.922,4.843,4.849,16867.400231,AR/USDT
2025-06-21 20:00:00,4.86,4.926,4.842,4.911,8650.905689,AR/USDT
2025-06-21 21:00:00,4.912,4.914,4.64,4.724,52719.906498,AR/USDT
2025-06-21 22:00:00,4.732,4.793,4.729,4.786,16707.253196,AR/USDT
2025-06-21 23:00:00,4.786,4.874,4.723,4.87,23436.210695,AR/USDT
2025-06-22 00:00:00,4.879,4.929,4.814,4.89,10768.93692,AR/USDT
2025-06-22 01:00:00,4.893,4.928,4.804,4.809,23455.897095,AR/USDT
2025-06-22 02:00:00,4.811,4.847,4.745,4.799,17972.422267,AR/USDT
2025-06-22 03:00:00,4.796,4.826,4.767,4.79,8179.001802,AR/USDT
2025-06-22 04:00:00,4.795,4.935,4.78,4.884,39887.427146,AR/USDT
2025-06-22 05:00:00,4.89,4.908,4.809,4.837,6864.64316,AR/USDT
2025-06-22 06:00:00,4.837,4.864,4.813,4.862,8566.80863,AR/USDT
2025-06-22 07:00:00,4.866,4.888,4.828,4.837,4951.803243,AR/USDT
2025-06-22 08:00:00,4.836,4.856,4.792,4.804,6139.749373,AR/USDT
2025-06-22 09:00:00,4.82,4.831,4.715,4.722,11818.995288,AR/USDT
2025-06-22 10:00:00,4.719,4.789,4.711,4.777,7923.984409,AR/USDT
2025-06-22 11:00:00,4.777,4.822,4.754,4.76,3588.024945,AR/USDT
2025-06-22 12:00:00,4.766,4.797,4.729,4.79,2649.361711,AR/USDT
2025-06-22 13:00:00,4.791,4.805,4.501,4.632,50003.787049,AR/USDT
2025-06-22 14:00:00,4.636,4.701,4.56,4.696,20974.834265,AR/USDT
2025-06-22 15:00:00,4.695,4.713,4.614,4.628,11147.369856,AR/USDT
2025-06-22 16:00:00,4.626,4.674,4.625,4.654,14227.644184,AR/USDT
2025-06-22 17:00:00,4.664,4.71,4.624,4.664,3149.063619,AR/USDT
2025-06-22 18:00:00,4.671,4.682,4.615,4.666,8194.094113,AR/USDT
2025-06-22 19:00:00,4.666,4.678,4.611,4.628,6131.613156,AR/USDT
2025-06-22 20:00:00,4.63,4.68,4.5,4.66,11547.270596,AR/USDT
2025-06-22 21:00:00,4.661,4.715,4.626,4.63,3650.134191,AR/USDT
2025-06-22 22:00:00,4.65,4.801,4.65,4.796,6993.473759,AR/USDT
2025-06-22 23:00:00,4.799,4.835,4.774,4.822,7140.398963,AR/USDT
2025-06-23 00:00:00,4.822,4.966,4.822,4.878,14111.703313,AR/USDT
2025-06-23 01:00:00,4.877,4.914,4.829,4.909,5841.678303,AR/USDT
2025-06-23 02:00:00,4.909,4.925,4.875,4.915,7565.962676,AR/USDT
2025-06-23 03:00:00,4.914,4.959,4.908,4.915,13030.106424,AR/USDT
2025-06-23 04:00:00,4.916,4.966,4.903,4.965,6714.684957,AR/USDT
2025-06-23 05:00:00,4.966,5.042,4.959,5.031,16362.670153,AR/USDT
2025-06-23 06:00:00,5.032,5.06,4.993,5.013,8165.485347,AR/USDT
2025-06-23 07:00:00,5.012,5.041,4.935,4.946,5449.60444,AR/USDT
2025-06-23 08:00:00,4.941,4.965,4.908,4.923,19918.463407,AR/USDT
2025-06-23 09:00:00,4.922,4.937,4.901,4.933,5224.240731,AR/USDT
2025-06-23 10:00:00,4.934,4.938,4.9,4.915,14161.646027,AR/USDT
2025-06-23 11:00:00,4.909,4.92,4.883,4.914,14052.586054,AR/USDT
2025-06-23 12:00:00,4.911,4.962,4.878,4.955,11262.998044,AR/USDT
2025-06-23 13:00:00,4.958,5.01,4.854,4.974,15402.27211,AR/USDT
2025-06-23 14:00:00,4.98,5.014,4.92,4.925,19164.327441,AR/USDT
2025-06-23 15:00:00,4.929,4.97,4.862,4.87,4017.055292,AR/USDT
2025-06-23 16:00:00,4.876,4.885,4.743,4.818,24841.871275,AR/USDT
2025-06-23 17:00:00,4.817,5.026,4.808,4.98,7158.578234,AR/USDT
2025-06-23 18:00:00,4.987,5.078,4.982,5.051,6454.142885,AR/USDT
2025-06-23 19:00:00,5.049,5.09,5.011,5.085,19188.751518,AR/USDT
2025-06-23 20:00:00,5.085,5.214,5.071,5.174,10795.249673,AR/USDT
2025-06-23 21:00:00,5.183,5.199,5.123,5.129,4297.033903,AR/USDT
2025-06-23 22:00:00,5.129,5.304,5.128,5.27,27502.35373,AR/USDT
2025-06-23 23:00:00,5.278,5.292,5.245,5.25,14742.855554,AR/USDT
2025-06-24 00:00:00,5.25,5.277,5.208,5.224,6758.369288,AR/USDT
2025-06-24 01:00:00,5.23,5.269,5.201,5.269,5540.28931,AR/USDT
2025-06-24 02:00:00,5.266,5.276,5.197,5.202,10527.986636,AR/USDT
2025-06-24 03:00:00,5.202,5.219,5.182,5.198,13604.509152,AR/USDT
2025-06-24 04:00:00,5.199,5.222,5.183,5.205,10159.219482,AR/USDT
2025-06-24 05:00:00,5.216,5.33,5.206,5.323,12391.648442,AR/USDT
2025-06-24 06:00:00,5.325,5.375,5.283,5.333,18307.152476,AR/USDT
2025-06-24 07:00:00,5.331,5.342,5.223,5.223,12033.755562,AR/USDT
2025-06-24 08:00:00,5.228,5.23,5.161,5.212,11278.333908,AR/USDT
2025-06-24 09:00:00,5.208,5.252,5.162,5.174,21756.392282,AR/USDT
2025-06-24 10:00:00,5.179,5.185,5.127,5.145,9762.791725,AR/USDT
2025-06-24 11:00:00,5.15,5.165,5.123,5.14,9049.978426,AR/USDT
2025-06-24 12:00:00,5.15,5.185,5.13,5.133,16310.247717,AR/USDT
2025-06-24 13:00:00,5.136,5.164,5.082,5.118,31374.658011,AR/USDT
2025-06-24 14:00:00,5.121,5.201,5.1,5.16,49629.199045,AR/USDT
2025-06-24 15:00:00,5.16,5.178,5.08,5.095,19711.321372,AR/USDT
2025-06-24 16:00:00,5.1,5.213,5.088,5.213,21723.663015,AR/USDT
2025-06-24 17:00:00,5.213,5.22,5.111,5.128,21004.547972,AR/USDT
2025-06-24 18:00:00,5.131,5.131,5.04,5.045,17498.735031,AR/USDT
2025-06-24 19:00:00,5.045,5.045,4.939,4.982,24593.041699,AR/USDT
2025-06-24 20:00:00,4.977,5.042,4.943,5.039,12479.011436,AR/USDT
2025-06-24 21:00:00,5.038,5.053,4.997,5.047,11413.887157,AR/USDT
2025-06-24 22:00:00,5.048,5.052,5.008,5.034,18070.329387,AR/USDT
2025-06-24 23:00:00,5.028,5.06,4.991,5.053,13705.867461,AR/USDT
2025-06-25 00:00:00,5.06,5.111,5.019,5.09,24491.962064,AR/USDT
2025-06-25 01:00:00,5.098,5.12,5.044,5.084,71450.374277,AR/USDT
2025-06-25 02:00:00,5.087,5.123,5.074,5.074,9907.183377,AR/USDT
2025-06-25 03:00:00,5.081,5.081,5.019,5.02,9825.000785,AR/USDT
2025-06-25 04:00:00,5.02,5.024,4.976,4.988,16942.80384,AR/USDT
2025-06-25 05:00:00,4.989,5.017,4.962,4.992,12238.706857,AR/USDT
2025-06-25 06:00:00,4.988,5.037,4.978,5.016,16439.945726,AR/USDT
2025-06-25 07:00:00,5.015,5.06,4.999,5.053,9089.013984,AR/USDT
2025-06-25 08:00:00,5.052,5.06,4.967,4.992,15274.715724,AR/USDT
2025-06-25 09:00:00,4.996,5.005,4.919,4.933,19843.208894,AR/USDT
2025-06-25 10:00:00,4.933,4.938,4.889,4.938,18072.0043,AR/USDT
2025-06-25 11:00:00,4.933,4.991,4.926,4.99,13105.078012,AR/USDT
2025-06-25 12:00:00,4.985,4.986,4.929,4.952,16808.472108,AR/USDT
2025-06-25 13:00:00,4.949,5.039,4.912,5.007,33486.769833,AR/USDT
2025-06-25 14:00:00,5.006,5.017,4.89,4.97,22013.733861,AR/USDT
2025-06-25 15:00:00,4.966,4.967,4.855,4.865,24647.599989,AR/USDT
2025-06-25 16:00:00,4.864,4.907,4.829,4.847,19763.889169,AR/USDT
2025-06-25 17:00:00,4.847,4.931,4.84,4.875,9104.547864,AR/USDT
2025-06-25 18:00:00,4.875,4.89,4.823,4.835,11328.132808,AR/USDT
2025-06-25 19:00:00,4.837,4.894,4.837,4.874,8516.364024,AR/USDT
2025-06-25 20:00:00,4.873,4.895,4.854,4.893,7234.976575,AR/USDT
2025-06-25 21:00:00,4.893,4.925,4.81,4.819,11894.571347,AR/USDT
2025-06-25 22:00:00,4.813,4.839,4.787,4.806,11491.298062,AR/USDT
2025-06-25 23:00:00,4.804,4.813,4.758,4.805,21761.920086,AR/USDT
2025-06-26 00:00:00,4.805,4.827,4.788,4.807,10379.440242,AR/USDT
2025-06-26 01:00:00,4.806,4.892,4.777,4.857,17712.643527,AR/USDT
2025-06-26 02:00:00,4.858,4.916,4.835,4.911,23658.026943,AR/USDT
2025-06-26 03:00:00,4.914,4.972,4.886,4.895,12158.999613,AR/USDT
2025-06-26 04:00:00,4.9,4.902,4.806,4.851,11525.799721,AR/USDT
2025-06-26 05:00:00,4.848,4.848,4.81,4.828,7319.597016,AR/USDT
2025-06-26 06:00:00,4.828,4.864,4.816,4.846,13241.936052,AR/USDT
2025-06-26 07:00:00,4.846,4.931,4.84,4.909,19386.512128,AR/USDT
2025-06-26 08:00:00,4.913,4.931,4.862,4.863,10540.243508,AR/USDT
2025-06-26 09:00:00,4.865,4.872,4.788,4.814,26688.306369,AR/USDT
2025-06-26 10:00:00,4.809,4.829,4.794,4.828,14011.306721,AR/USDT
2025-06-26 11:00:00,4.828,4.832,4.8,4.804,5194.794994,AR/USDT
2025-06-26 12:00:00,4.801,4.806,4.715,4.735,32792.030024,AR/USDT
2025-06-26 13:00:00,4.736,4.741,4.638,4.658,40085.388622,AR/USDT
2025-06-26 14:00:00,4.653,4.708,4.591,4.643,44378.151919,AR/USDT
2025-06-26 15:00:00,4.645,4.646,4.564,4.607,22092.092784,AR/USDT
2025-06-26 16:00:00,4.603,4.604,4.555,4.578,24354.242547,AR/USDT
2025-06-26 17:00:00,4.577,4.621,4.55,4.554,20990.147085,AR/USDT
2025-06-26 18:00:00,4.552,4.608,4.541,4.606,11727.701975,AR/USDT
2025-06-26 19:00:00,4.602,4.71,4.601,4.676,21669.478657,AR/USDT
2025-06-26 20:00:00,4.673,4.804,4.664,4.801,23113.429374,AR/USDT
2025-06-26 21:00:00,4.804,4.892,4.762,4.818,48747.957809,AR/USDT
2025-06-26 22:00:00,4.816,4.84,4.678,4.687,27805.990484,AR/USDT
2025-06-26 23:00:00,4.687,4.734,4.672,4.694,11069.957334,AR/USDT
2025-06-27 00:00:00,4.694,4.774,4.674,4.674,24637.042313,AR/USDT
2025-06-27 01:00:00,4.672,4.742,4.638,4.717,17807.551878,AR/USDT
2025-06-27 02:00:00,4.716,4.764,4.7,4.739,20987.936837,AR/USDT
2025-06-27 03:00:00,4.746,4.756,4.714,4.734,8884.186733,AR/USDT
2025-06-27 04:00:00,4.734,4.735,4.692,4.695,11832.392715,AR/USDT
2025-06-27 05:00:00,4.697,4.753,4.677,4.682,9119.751129,AR/USDT
2025-06-27 06:00:00,4.679,4.699,4.658,4.667,13559.150017,AR/USDT
2025-06-27 07:00:00,4.667,4.709,4.645,4.659,11416.409809,AR/USDT
2025-06-27 08:00:00,4.658,4.741,4.627,4.726,14718.088946,AR/USDT
2025-06-27 09:00:00,4.726,4.734,4.687,4.716,12437.994076,AR/USDT
2025-06-27 10:00:00,4.714,4.719,4.654,4.667,9778.093693,AR/USDT
2025-06-27 11:00:00,4.666,4.686,4.652,4.658,15206.97779,AR/USDT
2025-06-27 12:00:00,4.657,4.691,4.622,4.63,9020.162401,AR/USDT
2025-06-27 13:00:00,4.627,4.66,4.6,4.66,17852.370515,AR/USDT
2025-06-27 14:00:00,4.66,4.688,4.619,4.626,18783.2507,AR/USDT
2025-06-27 15:00:00,4.627,4.721,4.614,4.703,10506.422318,AR/USDT
2025-06-27 16:00:00,4.704,4.881,4.682,4.777,65617.435108,AR/USDT
2025-06-27 17:00:00,4.78,4.79,4.708,4.742,44894.527648,AR/USDT
2025-06-27 18:00:00,4.736,4.743,4.645,4.674,14469.08411,AR/USDT
2025-06-27 19:00:00,4.672,4.701,4.643,4.667,10768.811267,AR/USDT
2025-06-27 20:00:00,4.664,4.746,4.657,4.743,9453.005525,AR/USDT
2025-06-27 21:00:00,4.746,4.767,4.718,4.738,5112.254674,AR/USDT
2025-06-27 22:00:00,4.743,4.774,4.713,4.759,7603.107195,AR/USDT
2025-06-27 23:00:00,4.761,4.766,4.729,4.747,4892.877081,AR/USDT
2025-06-28 00:00:00,4.747,4.772,4.734,4.745,12629.417117,AR/USDT
2025-06-28 01:00:00,4.746,4.761,4.715,4.759,23022.113004,AR/USDT
2025-06-28 02:00:00,4.761,4.766,4.733,4.734,5599.647207,AR/USDT
2025-06-28 03:00:00,4.73,4.733,4.673,4.675,14063.976375,AR/USDT
2025-06-28 04:00:00,4.677,4.686,4.644,4.648,16050.278337,AR/USDT
2025-06-28 05:00:00,4.65,4.692,4.64,4.686,14468.822552,AR/USDT
2025-06-28 06:00:00,4.688,4.696,4.626,4.653,21717.274834,AR/USDT
2025-06-28 07:00:00,4.656,4.7,4.646,4.697,9751.07779,AR/USDT
2025-06-28 08:00:00,4.69,4.691,4.658,4.66,6079.321756,AR/USDT
2025-06-28 09:00:00,4.66,4.718,4.653,4.701,13542.692357,AR/USDT
2025-06-28 10:00:00,4.708,4.746,4.698,4.722,10239.640263,AR/USDT
2025-06-28 11:00:00,4.723,4.74,4.712,4.721,6404.204656,AR/USDT
2025-06-28 12:00:00,4.717,4.72,4.698,4.714,5487.193883,AR/USDT
2025-06-28 13:00:00,4.715,4.729,4.688,4.718,4992.007256,AR/USDT
2025-06-28 14:00:00,4.722,4.74,4.71,4.735,1390.240402,AR/USDT
2025-06-28 15:00:00,4.738,4.812,4.733,4.808,18025.841215,AR/USDT
2025-06-28 16:00:00,4.81,4.93,4.806,4.872,53992.242184,AR/USDT
2025-06-28 17:00:00,4.874,4.941,4.846,4.934,11190.414568,AR/USDT
2025-06-28 18:00:00,4.938,4.945,4.911,4.933,5664.365614,AR/USDT
2025-06-28 19:00:00,4.937,4.96,4.891,4.892,11979.418809,AR/USDT
2025-06-28 20:00:00,4.893,4.913,4.873,4.901,5433.371808,AR/USDT
