timestamp,open,high,low,close,volume,symbol
2025-06-12 10:00:00,3.3136,3.316,3.2811,3.2942,515912.9368,SUI/USDT
2025-06-12 11:00:00,3.2941,3.2969,3.253,3.2624,548131.8205,SUI/USDT
2025-06-12 12:00:00,3.2625,3.2937,3.2436,3.278,499231.8358,SUI/USDT
2025-06-12 13:00:00,3.2777,3.3146,3.27,3.311,443293.7202,SUI/USDT
2025-06-12 14:00:00,3.3113,3.3616,3.3101,3.3456,764659.2062,SUI/USDT
2025-06-12 15:00:00,3.3463,3.3598,3.2804,3.2881,748356.7173,SUI/USDT
2025-06-12 16:00:00,3.2876,3.3448,3.2826,3.3289,399506.4391,SUI/USDT
2025-06-12 17:00:00,3.3296,3.371,3.329,3.3573,283828.6185,SUI/USDT
2025-06-12 18:00:00,3.357,3.3608,3.3178,3.3284,415604.9072,SUI/USDT
2025-06-12 19:00:00,3.3298,3.3384,3.2427,3.2572,608202.0465,SUI/USDT
2025-06-12 20:00:00,3.2567,3.2735,3.1842,3.2083,903887.8491,SUI/USDT
2025-06-12 21:00:00,3.2075,3.2471,3.2016,3.2068,545750.9447,SUI/USDT
2025-06-12 22:00:00,3.2069,3.2292,3.1972,3.2079,267006.649,SUI/USDT
2025-06-12 23:00:00,3.2076,3.2324,3.1932,3.2081,298314.5732,SUI/USDT
2025-06-13 00:00:00,3.2082,3.2108,2.9559,2.9936,4858411.4726,SUI/USDT
2025-06-13 01:00:00,2.9925,2.9927,2.9195,2.9765,2794183.5368,SUI/USDT
2025-06-13 02:00:00,2.9771,2.9815,2.9311,2.961,1198907.2092,SUI/USDT
2025-06-13 03:00:00,2.9608,3.046,2.9537,3.0293,1520655.7727,SUI/USDT
2025-06-13 04:00:00,3.0291,3.0416,3.001,3.0385,483009.2574,SUI/USDT
2025-06-13 05:00:00,3.0384,3.0403,2.9866,2.9951,973769.2506,SUI/USDT
2025-06-13 06:00:00,2.9953,3.0169,2.9535,3.0169,1392167.3001,SUI/USDT
2025-06-13 07:00:00,3.017,3.0335,2.99,3.0276,808964.3287,SUI/USDT
2025-06-13 08:00:00,3.0272,3.0674,3.0212,3.025,665578.8291,SUI/USDT
2025-06-13 09:00:00,3.0249,3.027,3.0035,3.0126,444153.5401,SUI/USDT
2025-06-13 10:00:00,3.0126,3.0214,2.9918,3.0206,502156.8034,SUI/USDT
2025-06-13 11:00:00,3.021,3.036,2.9961,3.0224,444056.9767,SUI/USDT
2025-06-13 12:00:00,3.0227,3.0427,2.9977,3.0013,607809.1119,SUI/USDT
2025-06-13 13:00:00,3.0017,3.0283,2.9862,3.0044,639074.5704,SUI/USDT
2025-06-13 14:00:00,3.0045,3.0199,2.9717,3.0124,760022.4233,SUI/USDT
2025-06-13 15:00:00,3.0129,3.0547,3.0001,3.0355,692078.0951,SUI/USDT
2025-06-13 16:00:00,3.0359,3.076,3.0213,3.0519,817401.8788,SUI/USDT
